status,budget_tokens,dataset,seed,method,jsonl,issues,slurm_job_id,slurm_restart_count,slurm_node
valid,100000000,dclm,2027,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v3_100m/dclm/E1_matrixpolicy_ablation_role_depth_v3_100m_dclm_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,707328,0,elor-compute-01
valid,100000000,dclm,3407,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v3_100m/dclm/E1_matrixpolicy_ablation_role_depth_v3_100m_dclm_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,707329,1,badfellow
valid,100000000,fineweb_edu,1337,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v3_100m/fineweb_edu/E1_matrixpolicy_ablation_role_depth_v3_100m_fineweb_edu_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,707340,0,zabih-compute-01
valid,100000000,fineweb_edu,2027,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v3_100m/fineweb_edu/E1_matrixpolicy_ablation_role_depth_v3_100m_fineweb_edu_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,707341,0,damle-compute-01
valid,100000000,fineweb_edu,3407,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v3_100m/fineweb_edu/E1_matrixpolicy_ablation_role_depth_v3_100m_fineweb_edu_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,707421,1,nikola-compute-18
valid,100000000,fineweb,1337,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v3_100m/fineweb/E1_matrixpolicy_ablation_role_depth_v3_100m_fineweb_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,707433,1,nikola-compute-18
valid,100000000,fineweb,2027,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v3_100m/fineweb/E1_matrixpolicy_ablation_role_depth_v3_100m_fineweb_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,707454,0,nikola-compute-18
valid,100000000,fineweb,3407,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v3_100m/fineweb/E1_matrixpolicy_ablation_role_depth_v3_100m_fineweb_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,707519,0,elor-compute-01
valid,100000000,dolma_sample,1337,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v3_100m/dolma_sample/E1_matrixpolicy_ablation_role_depth_v3_100m_dolma_sample_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,707545,0,zabih-compute-01
valid,100000000,dolma_sample,2027,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v3_100m/dolma_sample/E1_matrixpolicy_ablation_role_depth_v3_100m_dolma_sample_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,707581,0,damle-compute-01
valid,100000000,dolma_sample,3407,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v3_100m/dolma_sample/E1_matrixpolicy_ablation_role_depth_v3_100m_dolma_sample_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,707582,0,nikola-compute-18
valid,100000000,c4_en,1337,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v3_100m/c4_en/E1_matrixpolicy_ablation_role_depth_v3_100m_c4_en_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,707583,0,elor-compute-01
valid,100000000,c4_en,2027,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v3_100m/c4_en/E1_matrixpolicy_ablation_role_depth_v3_100m_c4_en_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,707584,0,zabih-compute-01
valid,100000000,c4_en,3407,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v3_100m/c4_en/E1_matrixpolicy_ablation_role_depth_v3_100m_c4_en_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,707585,0,damle-compute-01
valid,300000000,dclm,1337,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/dclm/E2_matrixpolicy_ablation_role_depth_v3_300m_dclm_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,708631,0,zabih-compute-01
valid,300000000,dclm,2027,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/dclm/E2_matrixpolicy_ablation_role_depth_v3_300m_dclm_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,708908,0,nikola-compute-18
valid,300000000,dclm,3407,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/dclm/E2_matrixpolicy_ablation_role_depth_v3_300m_dclm_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,708927,0,elor-compute-01
valid,300000000,fineweb_edu,1337,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/fineweb_edu/E2_matrixpolicy_ablation_role_depth_v3_300m_fineweb_edu_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,708967,0,damle-compute-01
valid,300000000,fineweb_edu,2027,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/fineweb_edu/E2_matrixpolicy_ablation_role_depth_v3_300m_fineweb_edu_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,708988,0,badfellow
valid,300000000,fineweb_edu,3407,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/fineweb_edu/E2_matrixpolicy_ablation_role_depth_v3_300m_fineweb_edu_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,710022,0,zabih-compute-01
valid,300000000,fineweb,1337,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/fineweb/E2_matrixpolicy_ablation_role_depth_v3_300m_fineweb_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,710329,0,elor-compute-01
valid,300000000,fineweb,2027,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/fineweb/E2_matrixpolicy_ablation_role_depth_v3_300m_fineweb_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,710462,0,nikola-compute-18
valid,300000000,fineweb,3407,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/fineweb/E2_matrixpolicy_ablation_role_depth_v3_300m_fineweb_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,710568,0,damle-compute-01
valid,300000000,dolma_sample,1337,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/dolma_sample/E2_matrixpolicy_ablation_role_depth_v3_300m_dolma_sample_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,710632,0,badfellow
valid,300000000,dolma_sample,2027,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/dolma_sample/E2_matrixpolicy_ablation_role_depth_v3_300m_dolma_sample_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,711103,0,zabih-compute-01
valid,300000000,dolma_sample,3407,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/dolma_sample/E2_matrixpolicy_ablation_role_depth_v3_300m_dolma_sample_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,711306,0,elor-compute-01
valid,300000000,c4_en,1337,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/c4_en/E2_matrixpolicy_ablation_role_depth_v3_300m_c4_en_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,711574,0,nikola-compute-18
valid,300000000,c4_en,2027,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/c4_en/E2_matrixpolicy_ablation_role_depth_v3_300m_c4_en_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,711612,0,damle-compute-01
valid,300000000,c4_en,3407,role_depth_v3,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v3_300m/c4_en/E2_matrixpolicy_ablation_role_depth_v3_300m_c4_en_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v3/rlb_fused_global_rational.jsonl,,711819,0,badfellow
valid,100000000,dclm,1337,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/dclm/E1_matrixpolicy_ablation_role_depth_v4_100m_dclm_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707586,0,nikola-compute-18
valid,100000000,dclm,2027,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/dclm/E1_matrixpolicy_ablation_role_depth_v4_100m_dclm_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707587,0,elor-compute-01
valid,100000000,dclm,3407,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/dclm/E1_matrixpolicy_ablation_role_depth_v4_100m_dclm_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707588,0,zabih-compute-01
valid,100000000,fineweb_edu,1337,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/fineweb_edu/E1_matrixpolicy_ablation_role_depth_v4_100m_fineweb_edu_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707589,0,damle-compute-01
valid,100000000,fineweb_edu,2027,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/fineweb_edu/E1_matrixpolicy_ablation_role_depth_v4_100m_fineweb_edu_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707590,0,elor-compute-01
valid,100000000,fineweb_edu,3407,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/fineweb_edu/E1_matrixpolicy_ablation_role_depth_v4_100m_fineweb_edu_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707591,0,zabih-compute-01
valid,100000000,fineweb,1337,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/fineweb/E1_matrixpolicy_ablation_role_depth_v4_100m_fineweb_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707592,0,nikola-compute-18
valid,100000000,fineweb,2027,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/fineweb/E1_matrixpolicy_ablation_role_depth_v4_100m_fineweb_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707593,0,damle-compute-01
valid,100000000,fineweb,3407,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/fineweb/E1_matrixpolicy_ablation_role_depth_v4_100m_fineweb_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707594,0,elor-compute-01
valid,100000000,dolma_sample,1337,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/dolma_sample/E1_matrixpolicy_ablation_role_depth_v4_100m_dolma_sample_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707595,0,badfellow
valid,100000000,dolma_sample,2027,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/dolma_sample/E1_matrixpolicy_ablation_role_depth_v4_100m_dolma_sample_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707596,0,zabih-compute-01
valid,100000000,dolma_sample,3407,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/dolma_sample/E1_matrixpolicy_ablation_role_depth_v4_100m_dolma_sample_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707597,0,nikola-compute-18
valid,100000000,c4_en,1337,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/c4_en/E1_matrixpolicy_ablation_role_depth_v4_100m_c4_en_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707598,0,damle-compute-01
valid,100000000,c4_en,2027,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/c4_en/E1_matrixpolicy_ablation_role_depth_v4_100m_c4_en_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707599,0,elor-compute-01
valid,100000000,c4_en,3407,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E1_matrixpolicy_ablation_role_depth_v4_100m/c4_en/E1_matrixpolicy_ablation_role_depth_v4_100m_c4_en_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707600,0,badfellow
valid,300000000,dclm,1337,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/dclm/E2_matrixpolicy_ablation_role_depth_v4_300m_dclm_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,711949,0,zabih-compute-01
valid,300000000,dclm,2027,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/dclm/E2_matrixpolicy_ablation_role_depth_v4_300m_dclm_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,711995,0,elor-compute-01
valid,300000000,dclm,3407,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/dclm/E2_matrixpolicy_ablation_role_depth_v4_300m_dclm_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,712040,0,damle-compute-01
valid,300000000,fineweb_edu,1337,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/fineweb_edu/E2_matrixpolicy_ablation_role_depth_v4_300m_fineweb_edu_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,712042,0,nikola-compute-18
valid,300000000,fineweb_edu,2027,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/fineweb_edu/E2_matrixpolicy_ablation_role_depth_v4_300m_fineweb_edu_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,712050,0,badfellow
valid,300000000,fineweb_edu,3407,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/fineweb_edu/E2_matrixpolicy_ablation_role_depth_v4_300m_fineweb_edu_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,712076,0,zabih-compute-01
valid,300000000,fineweb,1337,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/fineweb/E2_matrixpolicy_ablation_role_depth_v4_300m_fineweb_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,712084,0,elor-compute-01
valid,300000000,fineweb,2027,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/fineweb/E2_matrixpolicy_ablation_role_depth_v4_300m_fineweb_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,712215,0,damle-compute-01
valid,300000000,fineweb,3407,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/fineweb/E2_matrixpolicy_ablation_role_depth_v4_300m_fineweb_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,712229,0,nikola-compute-18
valid,300000000,dolma_sample,1337,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/dolma_sample/E2_matrixpolicy_ablation_role_depth_v4_300m_dolma_sample_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,712235,0,badfellow
valid,300000000,dolma_sample,2027,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/dolma_sample/E2_matrixpolicy_ablation_role_depth_v4_300m_dolma_sample_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,712240,0,zabih-compute-01
valid,300000000,dolma_sample,3407,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/dolma_sample/E2_matrixpolicy_ablation_role_depth_v4_300m_dolma_sample_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,712243,0,elor-compute-01
valid,300000000,c4_en,1337,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/c4_en/E2_matrixpolicy_ablation_role_depth_v4_300m_c4_en_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,712417,0,damle-compute-01
valid,300000000,c4_en,2027,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/c4_en/E2_matrixpolicy_ablation_role_depth_v4_300m_c4_en_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,712418,0,zabih-compute-01
valid,300000000,c4_en,3407,role_depth_v4,abalation/runs/role_depth_v3_v4_e1_e2/E2_matrixpolicy_ablation_role_depth_v4_300m/c4_en/E2_matrixpolicy_ablation_role_depth_v4_300m_c4_en_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v4/rlb_fused_global_rational.jsonl,,707311,0,elor-compute-01
valid,100000000,dclm,1337,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/dclm/E1_matrixpolicy_ablation_role_depth_v5_100m_dclm_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,763777,0,badfellow
valid,100000000,dclm,2027,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/dclm/E1_matrixpolicy_ablation_role_depth_v5_100m_dclm_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749315,0,rush-compute-02
valid,100000000,dclm,3407,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/dclm/E1_matrixpolicy_ablation_role_depth_v5_100m_dclm_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749316,0,elor-compute-01
valid,100000000,fineweb_edu,1337,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/fineweb_edu/E1_matrixpolicy_ablation_role_depth_v5_100m_fineweb_edu_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749317,0,badfellow
valid,100000000,fineweb_edu,2027,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/fineweb_edu/E1_matrixpolicy_ablation_role_depth_v5_100m_fineweb_edu_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749318,0,damle-compute-01
valid,100000000,fineweb_edu,3407,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/fineweb_edu/E1_matrixpolicy_ablation_role_depth_v5_100m_fineweb_edu_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749366,0,nikola-compute-18
valid,100000000,fineweb,1337,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/fineweb/E1_matrixpolicy_ablation_role_depth_v5_100m_fineweb_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,763837,0,rush-compute-02
valid,100000000,fineweb,2027,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/fineweb/E1_matrixpolicy_ablation_role_depth_v5_100m_fineweb_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,764316,0,nikola-compute-18
valid,100000000,fineweb,3407,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/fineweb/E1_matrixpolicy_ablation_role_depth_v5_100m_fineweb_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,764352,0,badfellow
valid,100000000,dolma_sample,1337,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/dolma_sample/E1_matrixpolicy_ablation_role_depth_v5_100m_dolma_sample_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749368,0,elor-compute-01
valid,100000000,dolma_sample,2027,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/dolma_sample/E1_matrixpolicy_ablation_role_depth_v5_100m_dolma_sample_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749324,1,rush-compute-02
valid,100000000,dolma_sample,3407,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/dolma_sample/E1_matrixpolicy_ablation_role_depth_v5_100m_dolma_sample_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749325,0,rush-compute-02
valid,100000000,c4_en,1337,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/c4_en/E1_matrixpolicy_ablation_role_depth_v5_100m_c4_en_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749326,0,badfellow
valid,100000000,c4_en,2027,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/c4_en/E1_matrixpolicy_ablation_role_depth_v5_100m_c4_en_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749327,0,damle-compute-01
valid,100000000,c4_en,3407,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v5_100m/c4_en/E1_matrixpolicy_ablation_role_depth_v5_100m_c4_en_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749328,0,elor-compute-01
valid,300000000,dclm,1337,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/dclm/E2_matrixpolicy_ablation_role_depth_v5_300m_dclm_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749369,0,rush-compute-02
valid,300000000,dclm,2027,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/dclm/E2_matrixpolicy_ablation_role_depth_v5_300m_dclm_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749370,1,elor-compute-01
valid,300000000,dclm,3407,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/dclm/E2_matrixpolicy_ablation_role_depth_v5_300m_dclm_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749371,0,damle-compute-01
valid,300000000,fineweb_edu,1337,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/fineweb_edu/E2_matrixpolicy_ablation_role_depth_v5_300m_fineweb_edu_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749372,0,elor-compute-01
valid,300000000,fineweb_edu,2027,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/fineweb_edu/E2_matrixpolicy_ablation_role_depth_v5_300m_fineweb_edu_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749373,0,elor-compute-01
valid,300000000,fineweb_edu,3407,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/fineweb_edu/E2_matrixpolicy_ablation_role_depth_v5_300m_fineweb_edu_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749374,0,rush-compute-02
